chr,start,end,testSample1,testSample2
1,166380000,166409999,0.03443662,-0.025286016
2,46080000,46109999,0.145453462,-0.025328139
1,70650000,70679999,0.057736477,-0.025329364
1,220410000,220439999,0.047711651,-0.025330322
2,240390000,240419999,0.216173935,-0.025335566
1,5490000,5519999,0.100275795,-0.025350627
2,192480000,192509999,0.022314131,-0.025355815
2,80400000,80429999,-0.047657052,-0.025360416
2,68250000,68279999,0.030094249,-0.025417307
2,85980000,86009999,0.244967144,-0.025419833
1,85920000,85949999,0.062013819,-0.025425979
1,249030000,249059999,0.090057372,-0.025426156
1,780000,809999,0.146713598,-0.025436928
2,230460000,230489999,0.073692539,-0.025460634
2,201330000,201359999,0.176976616,-0.025468768
2,201360000,201389999,0.038585502,-0.025482368
1,65100000,65129999,0.043578466,-0.025534755
2,135240000,135269999,0.121490919,-0.025584099
1,152190000,152219999,-0.022944466,-0.025607264
2,176910000,176939999,0.120282591,-0.02563803
1,65220000,65249999,-0.071040764,-0.025686752
1,61530000,61559999,0.07567751,-0.025713774
2,95610000,95639999,0.058358004,-0.025761236
2,98580000,98609999,-0.026523668,-0.025794794
1,237750000,237779999,0.030283523,-0.025805318
1,41970000,41999999,0.255492959,-0.025813055
1,220440000,220469999,0.035983457,-0.025813288
1,214260000,214289999,0.064108082,-0.025815872
2,29790000,29819999,0.101187038,-0.025832372
1,37020000,37049999,0.210718816,-0.025879891
1,37620000,37649999,0.047996069,-0.025914181
2,31530000,31559999,0.117338578,-0.025960762
1,240990000,241019999,-0.000114945,-0.026054892
1,121140000,121169999,0.070580852,-0.026085838
2,71940000,71969999,0.151176043,-0.026097533
2,216720000,216749999,0.051823722,-0.026106884
2,15780000,15809999,0.190102888,-0.026109081
1,48090000,48119999,0.219276812,-0.026117805
2,121710000,121739999,0.201282499,-0.026148418
1,234210000,234239999,0.073961984,-0.026152057
2,21000000,21029999,0.044851989,-0.026163503
1,14580000,14609999,0.047547346,-0.02622241
1,111330000,111359999,-0.042130204,-0.02622821
1,50700000,50729999,0.050154294,-0.026270329
2,23880000,23909999,0.220398692,-0.026282031
2,134550000,134579999,0.071549293,-0.026288101
2,49140000,49169999,0.02481853,-0.026395579
1,34050000,34079999,0.100595903,-0.026397583
1,42270000,42299999,0.152127463,-0.026413654
1,112860000,112889999,0.078552774,-0.026442147
1,47130000,47159999,0.074753427,-0.026460715
1,4980000,5009999,0.097768622,-0.026464927
1,37530000,37559999,0.152712444,-0.026483542
2,222870000,222899999,0.046720358,-0.026509187
2,20040000,20069999,0.203638991,-0.026514501
2,202230000,202259999,0.037382381,-0.026546747
1,34710000,34739999,0.034292119,-0.026574084
1,63990000,64019999,0.06145498,-0.026601203
2,233730000,233759999,0.234635421,-0.026619103
2,171420000,171449999,0.037265752,-0.0266751
2,240480000,240509999,0.199584,-0.026676141
2,153270000,153299999,0.069569265,-0.026678227
1,220110000,220139999,0.123458572,-0.026694871
1,146730000,146759999,0.000166153,-0.026746043
2,29940000,29969999,0.036232067,-0.026747241
2,207870000,207899999,0.040503174,-0.026758329
1,225540000,225569999,-0.067414427,-0.026804777
2,2100000,2129999,0.134004197,-0.026830045
2,179310000,179339999,0.137259458,-0.02683408
1,158310000,158339999,0.020215155,-0.026840189
1,5940000,5969999,0.204170193,-0.026879271
2,130500000,130529999,0.137215127,-0.026902628
2,169650000,169679999,0.087480333,-0.026918816
2,28380000,28409999,0.100897736,-0.026924905
2,232890000,232919999,-0.019478446,-0.026993094
1,143190000,143219999,-0.193044477,-0.027002832
1,227400000,227429999,0.037307256,-0.027029323
1,94170000,94199999,0.145248672,-0.027029664
1,144660000,144689999,0.106293623,-0.027035267
1,119370000,119399999,0.055850232,-0.027063538
2,46680000,46709999,0.165789788,-0.027070072
1,85050000,85079999,0.091947089,-0.027083157
1,179520000,179549999,0.07091708,-0.027093669
1,3330000,3359999,0.247855861,-0.027106253
2,106740000,106769999,0.125845407,-0.027126984
2,29520000,29549999,0.158704292,-0.027142716
2,132660000,132689999,-0.01336159,-0.027176126
2,63720000,63749999,-0.00334306,-0.027194777
2,31110000,31139999,0.092491991,-0.027212455
1,48750000,48779999,-0.047580794,-0.027223863
1,84930000,84959999,-0.004615384,-0.027224365
1,234930000,234959999,0.162079322,-0.027256591
2,197340000,197369999,0.03277353,-0.027282328
1,181890000,181919999,0.053303327,-0.027285394
1,164580000,164609999,0.035960283,-0.027317607
1,34140000,34169999,0.071019035,-0.027357032
2,87210000,87239999,0.007984819,-0.027367251
2,131970000,131999999,-0.180073865,-0.027420703
1,87420000,87449999,0.057966973,-0.027443959
2,111480000,111509999,0.163908863,-0.027445951
1,59370000,59399999,0.132260594,-0.027629349
2,191460000,191489999,0.099615372,-0.027696822
1,206640000,206669999,0.238622216,-0.027705491
1,89490000,89519999,0.111717988,-0.027710615
2,174030000,174059999,0.047855032,-0.027754202
1,145020000,145049999,0.108065616,-0.027849939
2,63900000,63929999,0.054155118,-0.027850675
1,37500000,37529999,0.14236718,-0.027875885
2,2040000,2069999,0.045396248,-0.027884571
1,179700000,179729999,0.0998558,-0.027901297
2,107190000,107219999,0.120782706,-0.027955903
2,36930000,36959999,0.092527268,-0.027997653
2,48900000,48929999,-0.144774647,-0.028032775
2,105630000,105659999,0.05634714,-0.028038042
2,63120000,63149999,0.003133418,-0.028081298
1,59760000,59789999,0.117786366,-0.028097341
1,67290000,67319999,-0.060877945,-0.028100337
2,8520000,8549999,0.137784435,-0.028141684
2,2220000,2249999,0.061994948,-0.028167031
1,173520000,173549999,0.075574427,-0.028199582
2,54600000,54629999,0.111745011,-0.028235732
2,200670000,200699999,-0.000265791,-0.028242753
2,216540000,216569999,0.030504607,-0.028258906
1,118290000,118319999,0.108058809,-0.028282706
2,197700000,197729999,0.032707348,-0.028318534
2,215790000,215819999,-0.045239772,-0.028327977
2,122880000,122909999,0.064343014,-0.028331384
1,182580000,182609999,0.124482061,-0.028352633
2,110100000,110129999,0.196840257,-0.028444202
1,101730000,101759999,0.094675964,-0.028444623
1,226710000,226739999,0.111385971,-0.028480665
2,114840000,114869999,-0.070219931,-0.028548574
1,53970000,53999999,0.214788651,-0.028559606
2,134340000,134369999,0.080347362,-0.028585454
1,30480000,30509999,0.104415474,-0.028621487
1,42600000,42629999,0.207393087,-0.028642537
1,91680000,91709999,-0.081327345,-0.028679137
1,64680000,64709999,-0.00920622,-0.028687138
1,95670000,95699999,0.014825412,-0.028745076
1,4140000,4169999,0.194223198,-0.028750045
2,158220000,158249999,-0.025648435,-0.028760072
2,68100000,68129999,0.125886388,-0.028763971
2,112140000,112169999,0.085323867,-0.028770839
1,144360000,144389999,0.329107986,-0.028786091
2,1920000,1949999,0.156683554,-0.028793949
1,242700000,242729999,0.017591523,-0.028816102
1,144990000,145019999,0.083492699,-0.028880364
2,29880000,29909999,-0.169145278,-0.028917954
2,129750000,129779999,0.078150211,-0.02894878
1,164370000,164399999,-0.065973523,-0.02896557
2,68550000,68579999,0.035163353,-0.028979995
2,29400000,29429999,0.079150531,-0.028995486
1,101670000,101699999,0.065535036,-0.029008542
2,198060000,198089999,0.11699779,-0.029076939
1,158130000,158159999,0.025367615,-0.029093844
1,19440000,19469999,0.103519786,-0.0290979
1,64050000,64079999,0.133153384,-0.029103389
2,237750000,237779999,0.198875176,-0.029122678
1,225240000,225269999,0.026414304,-0.029124503
2,1950000,1979999,0.154284255,-0.029126434
2,127440000,127469999,0.131350251,-0.029147109
1,62970000,62999999,0.031648595,-0.029169261
2,178830000,178859999,0.018173529,-0.029172534
2,56340000,56369999,0.075287043,-0.02919591
2,87420000,87449999,0.149024155,-0.029226762
2,110910000,110939999,-0.014991719,-0.029229216
2,216240000,216269999,0.063852792,-0.029280412
1,33990000,34019999,0.094123626,-0.02929771
1,37260000,37289999,0.198782302,-0.029357332
1,120660000,120689999,0.05231235,-0.029376892
1,224940000,224969999,0.081078982,-0.029390506
1,228930000,228959999,0.133603421,-0.02944295
2,227580000,227609999,0.068276364,-0.029458466
2,72300000,72329999,0.14310119,-0.029511057
1,214890000,214919999,0.000469706,-0.029522838
2,48960000,48989999,-0.025223806,-0.029630693
2,72660000,72689999,-0.057831678,-0.029644476
2,216630000,216659999,0.049911281,-0.02964479
1,242970000,242999999,0.030587604,-0.029646028
2,134730000,134759999,0.139830976,-0.029647109
2,158850000,158879999,0.047197619,-0.029677538
1,48480000,48509999,0.13044576,-0.029690526
2,178860000,178889999,0.037102033,-0.029698281
2,42060000,42089999,0.093201347,-0.029733129
1,120090000,120119999,0.0885515,-0.029772186
2,201540000,201569999,0.062340488,-0.02977878
2,111450000,111479999,0.041431506,-0.029798978
1,232950000,232979999,0.062172573,-0.02983277
1,42300000,42329999,0.127927266,-0.029904598
1,182640000,182669999,0.093198215,-0.029905012
1,209040000,209069999,-0.022500318,-0.029906752
1,185370000,185399999,0.038798999,-0.029914247
2,174360000,174389999,0.01215343,-0.029958753
1,147090000,147119999,0.175591177,-0.029964272
2,810000,839999,0.112022902,-0.029967004
2,95490000,95519999,-0.110035138,-0.030018382
1,89220000,89249999,0.038317456,-0.030077623
1,55950000,55979999,0.069507156,-0.030094525
1,114300000,114329999,-0.010282546,-0.0302113
1,176280000,176309999,-0.118450687,-0.030234983
1,30150000,30179999,0.189626535,-0.030238543
2,228000000,228029999,0.057236592,-0.030253027
1,4560000,4589999,0.135266546,-0.030261078
1,97140000,97169999,0.059921845,-0.030286463
2,119490000,119519999,0.115518721,-0.030355476
1,55800000,55829999,0.072633407,-0.030375887
1,178770000,178799999,-0.051409084,-0.030378554
1,52200000,52229999,0.032652682,-0.030403207
1,222570000,222599999,-0.146650013,-0.030460389
2,102540000,102569999,0.148039616,-0.030517286
1,32190000,32219999,0.260641302,-0.030539803
2,111810000,111839999,0.119707742,-0.030561435
1,184290000,184319999,-0.00556046,-0.030586332
2,72090000,72119999,0.173394556,-0.03058761
1,144570000,144599999,0.114435647,-0.030598994
1,48120000,48149999,0.07941456,-0.030609349
1,247740000,247769999,-0.049753394,-0.030611431
1,237990000,238019999,0.055498418,-0.030640615
2,200790000,200819999,0.031060672,-0.030650256
2,215730000,215759999,0.015343754,-0.030667651
1,246480000,246509999,-0.009429982,-0.030676327
2,240600000,240629999,0.140839797,-0.030687989
1,42690000,42719999,0.122752795,-0.03070848
2,66270000,66299999,0.01810725,-0.030715343
1,5340000,5369999,0.145605849,-0.030730106
1,111030000,111059999,0.204463308,-0.03081988
2,46860000,46889999,0.158185396,-0.030824573
1,231000000,231029999,0.173488924,-0.030857147
2,100380000,100409999,0.080628882,-0.030859184
1,112140000,112169999,0.076464199,-0.030927734
2,231060000,231089999,0.090228438,-0.030991939
2,990000,1019999,0.070748221,-0.031101582
1,234780000,234809999,0.165587428,-0.03114374
1,147060000,147089999,0.099523896,-0.031145321
2,33360000,33389999,0.09843217,-0.031158725
1,85380000,85409999,0.117486705,-0.031195462
1,233820000,233849999,0.026814191,-0.031220866
2,230310000,230339999,0.036463992,-0.031272653
1,30690000,30719999,0.089792692,-0.031293152
2,234330000,234359999,0.180836977,-0.031332074
2,240450000,240479999,0.195691497,-0.031342171
1,112050000,112079999,0.136674011,-0.03135883
1,160710000,160739999,0.094901713,-0.031387605
2,31320000,31349999,-0.058617697,-0.031415313
2,237570000,237599999,0.154802628,-0.031431736
1,119820000,119849999,-0.003200397,-0.031435873
1,144690000,144719999,0.122762043,-0.031452158
2,209160000,209189999,0.07743079,-0.03145575
2,29550000,29579999,0.125771535,-0.031515488
2,211110000,211139999,0.000538341,-0.031571846
1,212760000,212789999,0.161745013,-0.031631597
1,176370000,176399999,0.005834969,-0.031635625
2,121500000,121529999,0.188460509,-0.031637167
1,185070000,185099999,0.019723577,-0.031647416
1,146520000,146549999,0.075698023,-0.031664163
2,3990000,4019999,0.112371514,-0.031685573
2,30180000,30209999,0.07039841,-0.031739763
2,153690000,153719999,0.051725724,-0.031774042
1,147690000,147719999,0.088652742,-0.031797297
1,68370000,68399999,-0.071689058,-0.031825689
1,37410000,37439999,0.193895634,-0.031862253
1,225060000,225089999,0.081025343,-0.031908176
2,209610000,209639999,-0.153784803,-0.031928616
2,197430000,197459999,0.04398305,-0.03192948
1,239580000,239609999,0.022704501,-0.031951549
1,209190000,209219999,-0.007669626,-0.031952917
1,225030000,225059999,0.095688223,-0.032039933
1,242850000,242879999,0.043386746,-0.032075371
2,125340000,125369999,-0.006537564,-0.032121036
1,209130000,209159999,-0.074580832,-0.032125689
2,113790000,113819999,0.108758537,-0.032142631
2,330000,359999,0.02705182,-0.032158594
2,120570000,120599999,0.096258894,-0.032183202
1,159750000,159779999,0.169561999,-0.032232001
1,85890000,85919999,0.07056757,-0.032241959
1,116250000,116279999,0.116162098,-0.032265361
1,42090000,42119999,0.132649061,-0.032288569
2,8310000,8339999,0.104744505,-0.032291673
2,228420000,228449999,0.00922938,-0.032307771
1,201240000,201269999,0.201185183,-0.032366095
1,177630000,177659999,-0.004015438,-0.032407451
1,93630000,93659999,0.069857849,-0.032424265
1,114930000,114959999,-0.052803352,-0.032437953
1,214530000,214559999,0.134171107,-0.03244038
2,218190000,218219999,0.016973917,-0.032455718
2,221700000,221729999,-0.047057006,-0.03247758
1,119340000,119369999,-0.005126848,-0.032517767
2,73800000,73829999,0.017335441,-0.032521176
1,184320000,184349999,0.092369476,-0.032558322
1,241800000,241829999,0.054443428,-0.032629353
1,167040000,167069999,0.137473688,-0.032666301
1,47220000,47249999,0.067812068,-0.032672156
1,233040000,233069999,0.010454342,-0.03271105
1,220860000,220889999,0.174197365,-0.032723398
1,213300000,213329999,0.036468489,-0.032742911
1,182700000,182729999,0.044189676,-0.032765609
1,180840000,180869999,0.130739143,-0.032767438
1,227850000,227879999,0.031208512,-0.032853977
1,116010000,116039999,0.165362671,-0.032872867
2,98730000,98759999,0.112085533,-0.032891882
1,174210000,174239999,0.024745926,-0.032925045
1,44700000,44729999,0.23797741,-0.033030611
2,196350000,196379999,0.068636222,-0.033050825
1,56970000,56999999,0.037255031,-0.033103095
2,95460000,95489999,-0.141509763,-0.033188943
2,63570000,63599999,-0.045921737,-0.033197301
2,8940000,8969999,0.044653024,-0.033204292
2,151410000,151439999,0.109587043,-0.033235287
2,192330000,192359999,0.066235219,-0.033240807
2,63840000,63869999,0.028701462,-0.033258641
1,200220000,200249999,0.143862254,-0.03330175
2,132540000,132569999,0.097059043,-0.033376019
2,39240000,39269999,-0.03391198,-0.033421455
1,223020000,223049999,0.034607496,-0.033451613
2,1980000,2009999,0.135806453,-0.033536164
2,132870000,132899999,-0.014075509,-0.033548412
1,241860000,241889999,-0.069268785,-0.033603549
2,23460000,23489999,0.051602876,-0.033613127
2,184050000,184079999,-0.012308848,-0.033635424
1,246210000,246239999,0.017929736,-0.033639908
2,98820000,98849999,0.057144436,-0.033689878
2,197790000,197819999,0.088617053,-0.033697542
1,239520000,239549999,0.003851249,-0.033702302
2,120330000,120359999,0.11411694,-0.033729276
1,217860000,217889999,0.071959503,-0.033761111
2,191580000,191609999,-5.50E-06,-0.033762803
2,3930000,3959999,0.091792763,-0.03376982
2,224160000,224189999,0.007147594,-0.03377283
2,173580000,173609999,0.049031354,-0.033792884
2,29280000,29309999,0.154602627,-0.033805668
1,117690000,117719999,0.074289651,-0.033886019
2,210990000,211019999,0.031675673,-0.03398178
2,87900000,87929999,0.089814881,-0.033993269
2,23520000,23549999,0.097511569,-0.034015094
2,18120000,18149999,0.033558454,-0.034027809
2,187410000,187439999,-0.019162321,-0.034033099
1,173460000,173489999,0.104128665,-0.034104625
2,224910000,224939999,0.122556761,-0.034115147
1,117030000,117059999,0.158693221,-0.034159917
2,24450000,24479999,-0.007273821,-0.034182086
1,53730000,53759999,0.208566642,-0.034190769
1,227760000,227789999,0.05110365,-0.034246833
1,180450000,180479999,0.127257303,-0.034266677
1,181320000,181349999,0.076454478,-0.034273114
2,129690000,129719999,0.081976915,-0.034280296
2,24720000,24749999,0.032699857,-0.034289796
1,89160000,89189999,0.013039375,-0.034294669
1,39030000,39059999,0.136555131,-0.034311471
2,64770000,64799999,0.102803979,-0.034326453
1,218700000,218729999,0.048647943,-0.034357378
2,183510000,183539999,-0.019661717,-0.034368316
2,87630000,87659999,0.405233256,-0.034402707
2,118350000,118379999,-0.002146943,-0.034416613
1,209790000,209819999,0.208099347,-0.034429666
2,2160000,2189999,0.129568221,-0.034440683
1,157110000,157139999,0.111600699,-0.034447327
2,95700000,95729999,0.20256504,-0.034467609
2,95550000,95579999,-0.003191481,-0.03449549
1,117540000,117569999,0.087405383,-0.034526688
2,129540000,129569999,0.11614047,-0.034540012
2,36990000,37019999,0.155673056,-0.034561718
1,225300000,225329999,-0.06410136,-0.034562807
2,175830000,175859999,0.068531213,-0.034596979
1,116730000,116759999,0.017150923,-0.034621554
1,12510000,12539999,0.147848459,-0.034719273
1,201270000,201299999,0.206423609,-0.034750859
1,110580000,110609999,0.228534432,-0.034760477
1,109230000,109259999,0.132676658,-0.034793822
2,97770000,97799999,0.053014664,-0.034802757
2,87780000,87809999,0.218118857,-0.034807159
1,228480000,228509999,0.216620727,-0.034840477
2,2640000,2669999,0.17200942,-0.034842286
1,183720000,183749999,0.059757763,-0.034858131
1,116610000,116639999,-0.01567624,-0.034891512
1,209310000,209339999,0.033612754,-0.034913805
1,149070000,149099999,-0.012340989,-0.034932391
2,86730000,86759999,0.027522698,-0.034937281
1,174630000,174659999,0.004476665,-0.034972777
1,212190000,212219999,0.100068304,-0.034977705
1,175920000,175949999,-0.042360265,-0.034990629
1,120210000,120239999,0.052182967,-0.035054048
1,184890000,184919999,0.087433273,-0.035054162
2,132810000,132839999,-0.065601894,-0.035091017
1,114000000,114029999,0.029029413,-0.035099044
2,122220000,122249999,0.030999211,-0.035117507
2,16410000,16439999,0.099831115,-0.035164338
1,180180000,180209999,0.18494227,-0.035174429
2,66360000,66389999,0.021274054,-0.03517843
1,29850000,29879999,0.122542808,-0.035187849
1,175950000,175979999,0.027677645,-0.035201518
2,73650000,73679999,-0.099179038,-0.035208898
1,180570000,180599999,0.060998946,-0.035230387
1,182820000,182849999,0.0415069,-0.035234745
1,167460000,167489999,0.153627587,-0.035240468
2,63510000,63539999,-0.081130294,-0.035266645
2,33300000,33329999,0.061270153,-0.035285698
2,21030000,21059999,-0.011864541,-0.035293068
1,173010000,173039999,-0.214690955,-0.035312551
1,113850000,113879999,0.080381318,-0.035314506
2,168660000,168689999,0.037166465,-0.035315381
2,237840000,237869999,0.168794151,-0.035353306
2,46110000,46139999,0.134632551,-0.035378737
1,202410000,202439999,0.044615277,-0.035401219
1,158160000,158189999,0.047252835,-0.035419811
2,153240000,153269999,0.128465396,-0.035441699
1,232230000,232259999,0.072897369,-0.035459192
1,85020000,85049999,0.088938566,-0.035490355
1,180030000,180059999,0.075447156,-0.035527435
1,115320000,115349999,0.114099391,-0.035576826
1,180240000,180269999,0.120277371,-0.035579941
2,218490000,218519999,0.110932376,-0.035588457
1,207090000,207119999,0.237595192,-0.035651927
2,110850000,110879999,0.195471533,-0.035724848
1,89070000,89099999,0.050260127,-0.035741173
2,173250000,173279999,0.125968804,-0.035837991
1,208260000,208289999,0.163422195,-0.03584422
1,42120000,42149999,0.212164288,-0.035925729
2,150330000,150359999,0.083637142,-0.035934234
2,87960000,87989999,0.188087819,-0.035948116
1,247980000,248009999,0.072270925,-0.035955251
2,174090000,174119999,0.098377202,-0.035963506
2,129720000,129749999,0.059746044,-0.035979218
1,159780000,159809999,0.164947735,-0.036006633
2,228810000,228839999,-0.001742158,-0.036025044
1,95040000,95069999,0.125009108,-0.036034299
2,1890000,1919999,0.154403449,-0.036127099
1,90270000,90299999,0.107007234,-0.036148385
2,68460000,68489999,0.114313287,-0.036151563
1,234900000,234929999,0.161651568,-0.03618804
2,110790000,110819999,0.192479657,-0.036190449
1,55920000,55949999,0.044121774,-0.036190807
1,213780000,213809999,0.061370893,-0.036194683
1,225180000,225209999,-0.033424513,-0.036201371
2,68160000,68189999,-0.092504409,-0.036205759
1,37290000,37319999,0.17841323,-0.036215037
1,234360000,234389999,0.109886104,-0.036226458
1,145140000,145169999,0.148464682,-0.036269317
1,176310000,176339999,-0.127127675,-0.036276732
1,89190000,89219999,0.055583749,-0.036297191
1,18630000,18659999,0.142156307,-0.036386951
2,239550000,239579999,0.119214732,-0.036390527
2,36810000,36839999,0.1183495,-0.036395267
2,119430000,119459999,0.119145134,-0.036402437
2,201510000,201539999,0.056248522,-0.036470816
2,68520000,68549999,0.087957235,-0.03650586
1,210120000,210149999,0.029803854,-0.036593116
2,136380000,136409999,0.017490187,-0.03661228
1,30120000,30149999,0.105563929,-0.036648931
2,230370000,230399999,0.04078946,-0.036662026
1,120060000,120089999,0.02237647,-0.036684193
1,91620000,91649999,0.148516534,-0.036703003
2,240360000,240389999,0.192411221,-0.03680165
1,147750000,147779999,0.160759496,-0.03681317
1,70680000,70709999,0.073399977,-0.036844809
2,8280000,8309999,0.136646474,-0.036888239
1,78000000,78029999,0.094384439,-0.036901146
2,152790000,152819999,0.076249355,-0.036984099
2,240270000,240299999,0.190390141,-0.037062861
2,191700000,191729999,0.118230576,-0.037065231
1,85530000,85559999,0.091742174,-0.037105937
1,213450000,213479999,0.043897677,-0.037159014
2,161430000,161459999,0.063305229,-0.037195189
1,162030000,162059999,-0.032036427,-0.037195319
2,108900000,108929999,0.117062481,-0.037257566
1,119790000,119819999,0.038235584,-0.03725953
1,5520000,5549999,0.15881996,-0.037274531
2,114750000,114779999,0.101187154,-0.037280662
1,159810000,159839999,0.167852332,-0.037306521
2,159270000,159299999,-0.005495525,-0.037327749
1,37560000,37589999,0.097451329,-0.037346988
1,37740000,37769999,0.132470485,-0.037380255
1,184530000,184559999,0.115176538,-0.037391577
2,172650000,172679999,0.005500498,-0.037402181
2,128370000,128399999,0.248256266,-0.03746173
1,52230000,52259999,0.025651299,-0.037559386
2,176580000,176609999,-0.082533964,-0.037580437
2,91920000,91949999,0.102433981,-0.037587798
2,38460000,38489999,0.108875798,-0.037605751
1,42150000,42179999,0.174895339,-0.037608078
2,121470000,121499999,0.157603193,-0.037622655
2,234840000,234869999,0.10200975,-0.037628048
2,127800000,127829999,0.254855402,-0.037634088
2,690000,719999,0.087324833,-0.037700047
1,152430000,152459999,0.074233915,-0.037736787
1,143370000,143399999,-0.114451917,-0.037757434
1,63870000,63899999,0.001462339,-0.03776161
2,115770000,115799999,-0.06154212,-0.037780688
1,42720000,42749999,-0.072533692,-0.037807563
1,206940000,206969999,0.148617411,-0.037808096
1,61440000,61469999,0.114460624,-0.037819306
2,24480000,24509999,0.026021446,-0.037898267
1,56790000,56819999,0.043784107,-0.03791808
2,19470000,19499999,-0.014131347,-0.037920274
2,84540000,84569999,-0.069740549,-0.037924368
2,171360000,171389999,0.124860614,-0.037935214
1,86310000,86339999,0.026888557,-0.037947061
1,48540000,48569999,0.075192776,-0.037954012
2,235410000,235439999,0.126657673,-0.037975151
2,225150000,225179999,0.048270138,-0.038001205
2,231990000,232019999,0.088125005,-0.038020694
1,184920000,184949999,0.123124778,-0.03802745
2,48300000,48329999,0.005841909,-0.038034794
2,53850000,53879999,-0.011734221,-0.038059245
1,149670000,149699999,0.147283458,-0.03807798
2,228150000,228179999,0.085938031,-0.038083958
1,228870000,228899999,0.173156754,-0.038096043
1,233580000,233609999,0.108028843,-0.0381026
1,97080000,97109999,-0.018012328,-0.038125351
2,31680000,31709999,-0.025301951,-0.038126551
1,95130000,95159999,0.115598912,-0.038138872
1,241050000,241079999,-0.054717804,-0.038158371
1,178470000,178499999,0.198307254,-0.038159718
1,93660000,93689999,-0.008088759,-0.03819045
2,39840000,39869999,0.046364653,-0.038197886
1,240960000,240989999,-0.031136378,-0.038212138
1,175680000,175709999,0.087327428,-0.038260349
1,164550000,164579999,0.090845282,-0.038293428
2,68610000,68639999,0.115638824,-0.038307776
2,234510000,234539999,0.009952678,-0.038316473
2,174000000,174029999,0.10654976,-0.03832569
2,39630000,39659999,0.057491687,-0.038339574
1,7110000,7139999,0.162654646,-0.038370254
1,224910000,224939999,0.119016993,-0.038440256
2,131190000,131219999,0.199105435,-0.038463287
1,39150000,39179999,0.076690749,-0.03846421
1,175020000,175049999,0.080631421,-0.038489886
2,227520000,227549999,0.071045139,-0.038539829
1,34110000,34139999,0.119061937,-0.038568857
2,88110000,88139999,-0.277690727,-0.038628559
2,161820000,161849999,0.032923488,-0.038633471
1,82080000,82109999,0.061894761,-0.038661917
2,21090000,21119999,0.086066833,-0.038678641
2,176010000,176039999,0.067248289,-0.03868772
1,225360000,225389999,-0.085318063,-0.038689266
1,219990000,220019999,-0.012099684,-0.038693487
2,11370000,11399999,0.058600596,-0.038756289
1,233610000,233639999,0.073683161,-0.038788225
2,54690000,54719999,0.128895212,-0.038802841
1,119610000,119639999,0.016526891,-0.038804001
1,144510000,144539999,0.183090922,-0.038839216
1,100350000,100379999,-0.002161751,-0.038888726
1,85320000,85349999,0.115090942,-0.038891437
2,54930000,54959999,0.143425762,-0.038923722
2,44850000,44879999,-0.069843443,-0.038939283
2,130470000,130499999,0.131772639,-0.038961311
1,149730000,149759999,0.010037502,-0.038973307
1,214830000,214859999,0.031666952,-0.038983192
1,184080000,184109999,0.077827076,-0.038996141
2,2010000,2039999,0.118223551,-0.038997043
2,111960000,111989999,0.038130187,-0.039032041
1,30390000,30419999,0.163588284,-0.039133908
1,183000000,183029999,0.080625317,-0.039163204
1,30540000,30569999,0.164328535,-0.039189747
2,60360000,60389999,0.034311312,-0.03922033
1,95160000,95189999,0.134112061,-0.039264398
2,177090000,177119999,0.019922027,-0.039265387
2,176040000,176069999,0.046913079,-0.039284467
2,132060000,132089999,-0.11523666,-0.039323035
1,146880000,146909999,-0.068159841,-0.039349016
2,870000,899999,0.133440802,-0.039362819
2,130440000,130469999,0.062967699,-0.03937782
2,148920000,148949999,9.52E-05,-0.039380861
2,111510000,111539999,0.133866763,-0.0394478
2,106350000,106379999,0.179034912,-0.039472965
1,160560000,160589999,0.081588584,-0.039503694
1,206310000,206339999,0.157549502,-0.039507077
2,198600000,198629999,0.022639826,-0.039513193
1,222120000,222149999,0.022386876,-0.039625051
1,94050000,94079999,0.171714478,-0.039625656
2,109920000,109949999,0.122686844,-0.039642471
1,219900000,219929999,-0.033052529,-0.039660565
1,161580000,161609999,0.133577835,-0.039663777
1,175890000,175919999,0.047283299,-0.039689052
1,165960000,165989999,0.030064467,-0.039731461
1,960000,989999,0.237835226,-0.0397368
1,39180000,39209999,0.110320613,-0.039745635
2,120870000,120899999,0.02281954,-0.039754616
2,237300000,237329999,0.124714228,-0.039783457
2,109500000,109529999,0.125139575,-0.039794219
1,86190000,86219999,-0.013771731,-0.039829008
2,43560000,43589999,0.138027695,-0.03984395
1,34530000,34559999,0.059169127,-0.039846168
1,166980000,167009999,-0.176932388,-0.039854593
2,160620000,160649999,0.006713546,-0.039909474
1,160740000,160769999,0.137499575,-0.039960574
1,144090000,144119999,0.161065608,-0.039966505
1,17010000,17039999,0.214399678,-0.039983654
1,21300000,21329999,0.065024608,-0.040071861
2,17880000,17909999,0.003374041,-0.040078851
2,33540000,33569999,0.037745349,-0.040086345
2,169080000,169109999,0.133928727,-0.040151443
1,167130000,167159999,0.117592326,-0.040233501
2,210090000,210119999,-0.132647225,-0.040236069
1,14280000,14309999,0.052875711,-0.040258966
1,38940000,38969999,0.125259771,-0.040264066
1,94770000,94799999,0.131675073,-0.040272147
2,72420000,72449999,0.023454757,-0.040288966
1,37380000,37409999,0.160386456,-0.040342416
1,37050000,37079999,0.14080054,-0.04035349
1,224850000,224879999,0.09907999,-0.04044055
2,12090000,12119999,0.046180632,-0.040456114
2,64920000,64949999,0.105466742,-0.040484289
2,223380000,223409999,0.060252017,-0.040543251
2,109950000,109979999,0.1670675,-0.040578506
